年度,月,日,指導員/啓発員,データ種別,値区分,値,ObjectId
2021,1,29,分煙対策指導員,指導対象,路上喫煙,142,737
2021,1,29,分煙対策指導員,指導対象,路上喫煙過料,35,738
2021,1,30,分煙対策指導員,指導対象,路上喫煙,119,739
2021,1,30,分煙対策指導員,指導対象,路上喫煙過料,32,740
2021,1,31,分煙対策指導員,指導対象,路上喫煙,125,741
2021,1,31,分煙対策指導員,指導対象,路上喫煙過料,26,742
2021,2,1,分煙対策指導員,指導対象,路上喫煙,124,743
2021,2,1,分煙対策指導員,指導対象,路上喫煙過料,21,744
2021,2,2,分煙対策指導員,指導対象,路上喫煙,123,745
2021,2,2,分煙対策指導員,指導対象,路上喫煙過料,17,746
2021,2,3,分煙対策指導員,指導対象,路上喫煙,104,747
2021,2,3,分煙対策指導員,指導対象,路上喫煙過料,25,748
2021,2,4,分煙対策指導員,指導対象,路上喫煙,130,749
2021,2,4,分煙対策指導員,指導対象,路上喫煙過料,23,750
2020,8,14,分煙対策指導員,指導対象,路上喫煙,75,751
2020,8,14,分煙対策指導員,指導対象,路上喫煙過料,26,752
2020,8,15,分煙対策指導員,指導対象,路上喫煙,75,753
2020,8,15,分煙対策指導員,指導対象,路上喫煙過料,9,754
2020,8,16,分煙対策指導員,指導対象,路上喫煙,119,755
2020,8,16,分煙対策指導員,指導対象,路上喫煙過料,24,756
2020,8,17,分煙対策指導員,指導対象,路上喫煙,36,757
2020,8,17,分煙対策指導員,指導対象,路上喫煙過料,11,758
2020,8,18,分煙対策指導員,指導対象,路上喫煙,121,759
2020,8,18,分煙対策指導員,指導対象,路上喫煙過料,26,760
2020,8,19,分煙対策指導員,指導対象,路上喫煙,106,761
2020,8,19,分煙対策指導員,指導対象,路上喫煙過料,22,762
2020,8,20,分煙対策指導員,指導対象,路上喫煙,68,763
2020,8,20,分煙対策指導員,指導対象,路上喫煙過料,21,764
2020,8,21,分煙対策指導員,指導対象,路上喫煙,105,765
2020,8,21,分煙対策指導員,指導対象,路上喫煙過料,15,766
2020,8,22,分煙対策指導員,指導対象,路上喫煙,108,767
2020,8,22,分煙対策指導員,指導対象,路上喫煙過料,25,768
2020,8,23,分煙対策指導員,指導対象,路上喫煙,119,769
2020,8,23,分煙対策指導員,指導対象,路上喫煙過料,38,770
2020,8,24,分煙対策指導員,指導対象,路上喫煙,106,771
2020,8,24,分煙対策指導員,指導対象,路上喫煙過料,20,772
2020,8,25,分煙対策指導員,指導対象,路上喫煙,182,773
2020,8,25,分煙対策指導員,指導対象,路上喫煙過料,20,774
2020,8,26,分煙対策指導員,指導対象,路上喫煙,125,775
2020,8,26,分煙対策指導員,指導対象,路上喫煙過料,28,776
2020,8,27,分煙対策指導員,指導対象,路上喫煙,78,777
2020,8,27,分煙対策指導員,指導対象,路上喫煙過料,25,778
2020,8,28,分煙対策指導員,指導対象,路上喫煙,182,779
2020,8,28,分煙対策指導員,指導対象,路上喫煙過料,10,780
2020,8,29,分煙対策指導員,指導対象,路上喫煙,135,781
2020,8,29,分煙対策指導員,指導対象,路上喫煙過料,19,782
2020,8,30,分煙対策指導員,指導対象,路上喫煙,120,783
2020,8,30,分煙対策指導員,指導対象,路上喫煙過料,7,784
2020,8,31,分煙対策指導員,指導対象,路上喫煙,135,785
2020,8,31,分煙対策指導員,指導対象,路上喫煙過料,24,786
2020,9,1,分煙対策指導員,指導対象,路上喫煙,332,787
2020,9,1,分煙対策指導員,指導対象,路上喫煙過料,33,788
2020,9,2,分煙対策指導員,指導対象,路上喫煙,102,789
2020,9,2,分煙対策指導員,指導対象,路上喫煙過料,24,790
2020,9,3,分煙対策指導員,指導対象,路上喫煙,215,791
2020,9,3,分煙対策指導員,指導対象,路上喫煙過料,32,792
2020,9,4,分煙対策指導員,指導対象,路上喫煙,132,793
2020,9,4,分煙対策指導員,指導対象,路上喫煙過料,19,794
2020,9,5,分煙対策指導員,指導対象,路上喫煙,71,795
2020,9,5,分煙対策指導員,指導対象,路上喫煙過料,15,796
2020,9,6,分煙対策指導員,指導対象,路上喫煙,123,797
2020,9,6,分煙対策指導員,指導対象,路上喫煙過料,32,798
2020,9,7,分煙対策指導員,指導対象,路上喫煙,183,799
2020,9,7,分煙対策指導員,指導対象,路上喫煙過料,22,800
2021,5,16,分煙対策指導員,指導対象,路上喫煙,154,801
2021,5,16,分煙対策指導員,指導対象,路上喫煙過料,0,802
2021,5,17,分煙対策指導員,指導対象,路上喫煙,136,803
2021,5,17,分煙対策指導員,指導対象,路上喫煙過料,0,804
2021,5,18,分煙対策指導員,指導対象,路上喫煙,149,805
2021,5,18,分煙対策指導員,指導対象,路上喫煙過料,0,806
2021,5,19,分煙対策指導員,指導対象,路上喫煙,155,807
2021,5,19,分煙対策指導員,指導対象,路上喫煙過料,0,808
2021,5,20,分煙対策指導員,指導対象,路上喫煙,178,809
2021,5,20,分煙対策指導員,指導対象,路上喫煙過料,0,810
2021,5,21,分煙対策指導員,指導対象,路上喫煙,123,811
2021,5,21,分煙対策指導員,指導対象,路上喫煙過料,0,812
2021,5,22,分煙対策指導員,指導対象,路上喫煙,142,813
2021,5,22,分煙対策指導員,指導対象,路上喫煙過料,0,814
2021,5,23,分煙対策指導員,指導対象,路上喫煙,96,815
2021,5,23,分煙対策指導員,指導対象,路上喫煙過料,0,816
2021,5,24,分煙対策指導員,指導対象,路上喫煙,208,817
2021,5,24,分煙対策指導員,指導対象,路上喫煙過料,0,818
2021,5,25,分煙対策指導員,指導対象,路上喫煙,135,819
2021,5,25,分煙対策指導員,指導対象,路上喫煙過料,0,820
2021,5,26,分煙対策指導員,指導対象,路上喫煙,128,821
2021,5,26,分煙対策指導員,指導対象,路上喫煙過料,0,822
2021,5,27,分煙対策指導員,指導対象,路上喫煙,172,823
2021,5,27,分煙対策指導員,指導対象,路上喫煙過料,0,824
2021,5,28,分煙対策指導員,指導対象,路上喫煙,156,825
2021,5,28,分煙対策指導員,指導対象,路上喫煙過料,0,826
2021,5,29,分煙対策指導員,指導対象,路上喫煙,124,827
2021,5,29,分煙対策指導員,指導対象,路上喫煙過料,0,828
2021,5,30,分煙対策指導員,指導対象,路上喫煙,102,829
2021,5,30,分煙対策指導員,指導対象,路上喫煙過料,0,830
2021,5,31,分煙対策指導員,指導対象,路上喫煙,186,831
2021,5,31,分煙対策指導員,指導対象,路上喫煙過料,0,832
2021,6,1,分煙対策指導員,指導対象,路上喫煙,215,833
2021,6,1,分煙対策指導員,指導対象,路上喫煙過料,0,834
2021,6,2,分煙対策指導員,指導対象,路上喫煙,167,835
2021,6,2,分煙対策指導員,指導対象,路上喫煙過料,0,836
2021,6,3,分煙対策指導員,指導対象,路上喫煙,116,837
2021,6,3,分煙対策指導員,指導対象,路上喫煙過料,0,838
2021,6,4,分煙対策指導員,指導対象,路上喫煙,114,839
2021,6,4,分煙対策指導員,指導対象,路上喫煙過料,0,840
2021,6,5,分煙対策指導員,指導対象,路上喫煙,141,841
2021,6,5,分煙対策指導員,指導対象,路上喫煙過料,0,842
2021,6,6,分煙対策指導員,指導対象,路上喫煙,126,843
2021,6,6,分煙対策指導員,指導対象,路上喫煙過料,0,844
2021,6,7,分煙対策指導員,指導対象,路上喫煙,180,845
2021,6,7,分煙対策指導員,指導対象,路上喫煙過料,0,846
2021,6,8,分煙対策指導員,指導対象,路上喫煙,162,847
2021,6,8,分煙対策指導員,指導対象,路上喫煙過料,0,848
2021,6,9,分煙対策指導員,指導対象,路上喫煙,148,849
2021,6,9,分煙対策指導員,指導対象,路上喫煙過料,0,850
2021,3,27,分煙対策指導員,指導対象,路上喫煙,64,851
2021,3,27,分煙対策指導員,指導対象,路上喫煙過料,13,852
2021,3,28,分煙対策指導員,指導対象,路上喫煙,130,853
2021,3,28,分煙対策指導員,指導対象,路上喫煙過料,27,854
2021,3,29,分煙対策指導員,指導対象,路上喫煙,148,855
2021,3,29,分煙対策指導員,指導対象,路上喫煙過料,32,856
2021,3,30,分煙対策指導員,指導対象,路上喫煙,91,857
2021,3,30,分煙対策指導員,指導対象,路上喫煙過料,21,858
2021,3,31,分煙対策指導員,指導対象,路上喫煙,109,859
2021,3,31,分煙対策指導員,指導対象,路上喫煙過料,12,860
2021,4,1,分煙対策指導員,指導対象,路上喫煙,261,861
2021,4,1,分煙対策指導員,指導対象,路上喫煙過料,0,862
2021,4,2,分煙対策指導員,指導対象,路上喫煙,113,863
2021,4,2,分煙対策指導員,指導対象,路上喫煙過料,0,864
2021,4,3,分煙対策指導員,指導対象,路上喫煙,151,865
2021,4,3,分煙対策指導員,指導対象,路上喫煙過料,0,866
2021,4,4,分煙対策指導員,指導対象,路上喫煙,84,867
2021,4,4,分煙対策指導員,指導対象,路上喫煙過料,0,868
2021,4,5,分煙対策指導員,指導対象,路上喫煙,118,869
2021,4,5,分煙対策指導員,指導対象,路上喫煙過料,0,870
2021,4,6,分煙対策指導員,指導対象,路上喫煙,230,871
2021,4,6,分煙対策指導員,指導対象,路上喫煙過料,0,872
2021,4,7,分煙対策指導員,指導対象,路上喫煙,199,873
2021,4,7,分煙対策指導員,指導対象,路上喫煙過料,0,874
2021,4,8,分煙対策指導員,指導対象,路上喫煙,133,875
2021,4,8,分煙対策指導員,指導対象,路上喫煙過料,0,876
2021,4,9,分煙対策指導員,指導対象,路上喫煙,188,877
2021,4,9,分煙対策指導員,指導対象,路上喫煙過料,0,878
2021,4,10,分煙対策指導員,指導対象,路上喫煙,206,879
2021,4,10,分煙対策指導員,指導対象,路上喫煙過料,0,880
2021,4,11,分煙対策指導員,指導対象,路上喫煙,0,881
2021,4,11,分煙対策指導員,指導対象,路上喫煙過料,0,882
2021,4,12,分煙対策指導員,指導対象,路上喫煙,301,883
2021,4,12,分煙対策指導員,指導対象,路上喫煙過料,0,884
2021,4,13,分煙対策指導員,指導対象,路上喫煙,222,885
2021,4,13,分煙対策指導員,指導対象,路上喫煙過料,0,886
2021,4,14,分煙対策指導員,指導対象,路上喫煙,180,887
2021,4,14,分煙対策指導員,指導対象,路上喫煙過料,0,888
2021,4,15,分煙対策指導員,指導対象,路上喫煙,98,889
2021,4,15,分煙対策指導員,指導対象,路上喫煙過料,0,890
2021,4,16,分煙対策指導員,指導対象,路上喫煙,315,891
2021,4,16,分煙対策指導員,指導対象,路上喫煙過料,0,892
2021,4,17,分煙対策指導員,指導対象,路上喫煙,122,893
2021,4,17,分煙対策指導員,指導対象,路上喫煙過料,0,894
2021,4,18,分煙対策指導員,指導対象,路上喫煙,164,895
2021,4,18,分煙対策指導員,指導対象,路上喫煙過料,0,896
2021,4,19,分煙対策指導員,指導対象,路上喫煙,166,897
2021,4,19,分煙対策指導員,指導対象,路上喫煙過料,0,898
2021,4,20,分煙対策指導員,指導対象,路上喫煙,188,899
2021,4,20,分煙対策指導員,指導対象,路上喫煙過料,0,900
2021,7,5,分煙対策指導員,指導対象,路上喫煙,128,901
2021,7,5,分煙対策指導員,指導対象,路上喫煙過料,0,902
2021,7,6,分煙対策指導員,指導対象,路上喫煙,117,903
2021,7,6,分煙対策指導員,指導対象,路上喫煙過料,0,904
2021,7,7,分煙対策指導員,指導対象,路上喫煙,154,905
2021,7,7,分煙対策指導員,指導対象,路上喫煙過料,0,906
2021,7,8,分煙対策指導員,指導対象,路上喫煙,128,907
2021,7,8,分煙対策指導員,指導対象,路上喫煙過料,0,908
2021,7,9,分煙対策指導員,指導対象,路上喫煙,197,909
2021,7,9,分煙対策指導員,指導対象,路上喫煙過料,0,910
2021,7,10,分煙対策指導員,指導対象,路上喫煙,133,911
2021,7,10,分煙対策指導員,指導対象,路上喫煙過料,0,912
2021,7,11,分煙対策指導員,指導対象,路上喫煙,0,913
2021,7,11,分煙対策指導員,指導対象,路上喫煙過料,0,914
2021,7,12,分煙対策指導員,指導対象,路上喫煙,251,915
2021,7,12,分煙対策指導員,指導対象,路上喫煙過料,0,916
2021,7,13,分煙対策指導員,指導対象,路上喫煙,143,917
2021,7,13,分煙対策指導員,指導対象,路上喫煙過料,0,918
2021,7,14,分煙対策指導員,指導対象,路上喫煙,166,919
2021,7,14,分煙対策指導員,指導対象,路上喫煙過料,0,920
2021,7,15,分煙対策指導員,指導対象,路上喫煙,128,921
2021,7,15,分煙対策指導員,指導対象,路上喫煙過料,0,922
2021,7,16,分煙対策指導員,指導対象,路上喫煙,94,923
2021,7,16,分煙対策指導員,指導対象,路上喫煙過料,0,924
2021,7,17,分煙対策指導員,指導対象,路上喫煙,178,925
2021,7,17,分煙対策指導員,指導対象,路上喫煙過料,0,926
2021,7,18,分煙対策指導員,指導対象,路上喫煙,123,927
2021,7,18,分煙対策指導員,指導対象,路上喫煙過料,0,928
2021,7,19,分煙対策指導員,指導対象,路上喫煙,121,929
2021,7,19,分煙対策指導員,指導対象,路上喫煙過料,0,930
2021,7,20,分煙対策指導員,指導対象,路上喫煙,182,931
2021,7,20,分煙対策指導員,指導対象,路上喫煙過料,0,932
2021,7,21,分煙対策指導員,指導対象,路上喫煙,98,933
2021,7,21,分煙対策指導員,指導対象,路上喫煙過料,0,934
2021,7,22,分煙対策指導員,指導対象,路上喫煙,146,935
2021,7,22,分煙対策指導員,指導対象,路上喫煙過料,0,936
2021,7,23,分煙対策指導員,指導対象,路上喫煙,120,937
2021,7,23,分煙対策指導員,指導対象,路上喫煙過料,0,938
2021,7,24,分煙対策指導員,指導対象,路上喫煙,109,939
2021,7,24,分煙対策指導員,指導対象,路上喫煙過料,0,940
2021,7,25,分煙対策指導員,指導対象,路上喫煙,110,941
2021,7,25,分煙対策指導員,指導対象,路上喫煙過料,0,942
2021,7,26,分煙対策指導員,指導対象,路上喫煙,153,943
2021,7,26,分煙対策指導員,指導対象,路上喫煙過料,0,944
2021,7,27,分煙対策指導員,指導対象,路上喫煙,96,945
2021,7,27,分煙対策指導員,指導対象,路上喫煙過料,0,946
2021,7,28,分煙対策指導員,指導対象,路上喫煙,136,947
2021,7,28,分煙対策指導員,指導対象,路上喫煙過料,0,948
2021,7,29,分煙対策指導員,指導対象,路上喫煙,185,949
2021,7,29,分煙対策指導員,指導対象,路上喫煙過料,0,950
2021,4,21,分煙対策指導員,指導対象,路上喫煙,218,951
2021,4,21,分煙対策指導員,指導対象,路上喫煙過料,0,952
2021,4,22,分煙対策指導員,指導対象,路上喫煙,172,953
2021,4,22,分煙対策指導員,指導対象,路上喫煙過料,0,954
2021,4,23,分煙対策指導員,指導対象,路上喫煙,157,955
2021,4,23,分煙対策指導員,指導対象,路上喫煙過料,0,956
2021,4,24,分煙対策指導員,指導対象,路上喫煙,179,957
2021,4,24,分煙対策指導員,指導対象,路上喫煙過料,0,958
2021,4,25,分煙対策指導員,指導対象,路上喫煙,142,959
2021,4,25,分煙対策指導員,指導対象,路上喫煙過料,0,960
2021,4,26,分煙対策指導員,指導対象,路上喫煙,164,961
2021,4,26,分煙対策指導員,指導対象,路上喫煙過料,0,962
2021,4,27,分煙対策指導員,指導対象,路上喫煙,100,963
2021,4,27,分煙対策指導員,指導対象,路上喫煙過料,0,964
2021,4,28,分煙対策指導員,指導対象,路上喫煙,166,965
2021,4,28,分煙対策指導員,指導対象,路上喫煙過料,0,966
2021,4,29,分煙対策指導員,指導対象,路上喫煙,93,967
2021,4,29,分煙対策指導員,指導対象,路上喫煙過料,0,968
2021,4,30,分煙対策指導員,指導対象,路上喫煙,140,969
2021,4,30,分煙対策指導員,指導対象,路上喫煙過料,0,970
2021,5,1,分煙対策指導員,指導対象,路上喫煙,107,971
2021,5,1,分煙対策指導員,指導対象,路上喫煙過料,0,972
2021,5,2,分煙対策指導員,指導対象,路上喫煙,87,973
2021,5,2,分煙対策指導員,指導対象,路上喫煙過料,0,974
2021,5,3,分煙対策指導員,指導対象,路上喫煙,80,975
2021,5,3,分煙対策指導員,指導対象,路上喫煙過料,0,976
2021,5,4,分煙対策指導員,指導対象,路上喫煙,99,977
2021,5,4,分煙対策指導員,指導対象,路上喫煙過料,0,978
2021,5,5,分煙対策指導員,指導対象,路上喫煙,61,979
2021,5,5,分煙対策指導員,指導対象,路上喫煙過料,0,980
2021,5,6,分煙対策指導員,指導対象,路上喫煙,137,981
2021,5,6,分煙対策指導員,指導対象,路上喫煙過料,0,982
2021,5,7,分煙対策指導員,指導対象,路上喫煙,147,983
2021,5,7,分煙対策指導員,指導対象,路上喫煙過料,0,984
2021,5,8,分煙対策指導員,指導対象,路上喫煙,136,985
2021,5,8,分煙対策指導員,指導対象,路上喫煙過料,0,986
2021,5,9,分煙対策指導員,指導対象,路上喫煙,0,987
2021,5,9,分煙対策指導員,指導対象,路上喫煙過料,0,988
2021,5,10,分煙対策指導員,指導対象,路上喫煙,235,989
2021,5,10,分煙対策指導員,指導対象,路上喫煙過料,0,990
2021,5,11,分煙対策指導員,指導対象,路上喫煙,144,991
2021,5,11,分煙対策指導員,指導対象,路上喫煙過料,0,992
2021,5,12,分煙対策指導員,指導対象,路上喫煙,157,993
2021,5,12,分煙対策指導員,指導対象,路上喫煙過料,0,994
2021,5,13,分煙対策指導員,指導対象,路上喫煙,114,995
2021,5,13,分煙対策指導員,指導対象,路上喫煙過料,0,996
2021,5,14,分煙対策指導員,指導対象,路上喫煙,208,997
2021,5,14,分煙対策指導員,指導対象,路上喫煙過料,0,998
2021,5,15,分煙対策指導員,指導対象,路上喫煙,169,999
2021,5,15,分煙対策指導員,指導対象,路上喫煙過料,0,1000
2021,7,30,分煙対策指導員,指導対象,路上喫煙,133,1001
2021,7,30,分煙対策指導員,指導対象,路上喫煙過料,0,1002
2021,7,31,分煙対策指導員,指導対象,路上喫煙,102,1003
2021,7,31,分煙対策指導員,指導対象,路上喫煙過料,0,1004
2021,8,1,分煙対策指導員,指導対象,路上喫煙,64,1005
2021,8,1,分煙対策指導員,指導対象,路上喫煙過料,0,1006
2021,8,2,分煙対策指導員,指導対象,路上喫煙,58,1007
2021,8,2,分煙対策指導員,指導対象,路上喫煙過料,0,1008
2021,8,3,分煙対策指導員,指導対象,路上喫煙,128,1009
2021,8,3,分煙対策指導員,指導対象,路上喫煙過料,0,1010
2021,8,4,分煙対策指導員,指導対象,路上喫煙,123,1011
2021,8,4,分煙対策指導員,指導対象,路上喫煙過料,0,1012
2021,8,5,分煙対策指導員,指導対象,路上喫煙,127,1013
2021,8,5,分煙対策指導員,指導対象,路上喫煙過料,0,1014
2021,8,6,分煙対策指導員,指導対象,路上喫煙,174,1015
2021,8,6,分煙対策指導員,指導対象,路上喫煙過料,0,1016
2021,8,7,分煙対策指導員,指導対象,路上喫煙,92,1017
2021,8,7,分煙対策指導員,指導対象,路上喫煙過料,0,1018
2021,8,8,分煙対策指導員,指導対象,路上喫煙,0,1019
2021,8,8,分煙対策指導員,指導対象,路上喫煙過料,0,1020
2021,8,9,分煙対策指導員,指導対象,路上喫煙,138,1021
2021,8,9,分煙対策指導員,指導対象,路上喫煙過料,0,1022
2021,8,10,分煙対策指導員,指導対象,路上喫煙,97,1023
2021,8,10,分煙対策指導員,指導対象,路上喫煙過料,0,1024
2021,8,11,分煙対策指導員,指導対象,路上喫煙,115,1025
2021,8,11,分煙対策指導員,指導対象,路上喫煙過料,0,1026
2021,8,12,分煙対策指導員,指導対象,路上喫煙,102,1027
2021,8,12,分煙対策指導員,指導対象,路上喫煙過料,0,1028
2021,8,13,分煙対策指導員,指導対象,路上喫煙,90,1029
2021,8,13,分煙対策指導員,指導対象,路上喫煙過料,0,1030
2021,8,14,分煙対策指導員,指導対象,路上喫煙,79,1031
2021,8,14,分煙対策指導員,指導対象,路上喫煙過料,0,1032
2021,8,15,分煙対策指導員,指導対象,路上喫煙,60,1033
2021,8,15,分煙対策指導員,指導対象,路上喫煙過料,0,1034
2021,8,16,分煙対策指導員,指導対象,路上喫煙,88,1035
2021,8,16,分煙対策指導員,指導対象,路上喫煙過料,0,1036
2021,8,17,分煙対策指導員,指導対象,路上喫煙,105,1037
2021,8,17,分煙対策指導員,指導対象,路上喫煙過料,0,1038
2021,8,18,分煙対策指導員,指導対象,路上喫煙,113,1039
2021,8,18,分煙対策指導員,指導対象,路上喫煙過料,0,1040
2021,8,19,分煙対策指導員,指導対象,路上喫煙,110,1041
2021,8,19,分煙対策指導員,指導対象,路上喫煙過料,0,1042
2021,8,20,分煙対策指導員,指導対象,路上喫煙,153,1043
2021,8,20,分煙対策指導員,指導対象,路上喫煙過料,0,1044
2021,8,21,分煙対策指導員,指導対象,路上喫煙,116,1045
2021,8,21,分煙対策指導員,指導対象,路上喫煙過料,0,1046
2021,8,22,分煙対策指導員,指導対象,路上喫煙,117,1047
2021,8,22,分煙対策指導員,指導対象,路上喫煙過料,0,1048
2021,8,23,分煙対策指導員,指導対象,路上喫煙,94,1049
2021,8,23,分煙対策指導員,指導対象,路上喫煙過料,0,1050
2021,2,5,分煙対策指導員,指導対象,路上喫煙,124,1051
2021,2,5,分煙対策指導員,指導対象,路上喫煙過料,21,1052
2021,2,6,分煙対策指導員,指導対象,路上喫煙,91,1053
2021,2,6,分煙対策指導員,指導対象,路上喫煙過料,35,1054
2021,2,7,分煙対策指導員,指導対象,路上喫煙,139,1055
2021,2,7,分煙対策指導員,指導対象,路上喫煙過料,34,1056
2021,2,8,分煙対策指導員,指導対象,路上喫煙,132,1057
2021,2,8,分煙対策指導員,指導対象,路上喫煙過料,18,1058
2021,2,9,分煙対策指導員,指導対象,路上喫煙,108,1059
2021,2,9,分煙対策指導員,指導対象,路上喫煙過料,33,1060
2021,2,10,分煙対策指導員,指導対象,路上喫煙,67,1061
2021,2,10,分煙対策指導員,指導対象,路上喫煙過料,11,1062
2021,2,11,分煙対策指導員,指導対象,路上喫煙,71,1063
2021,2,11,分煙対策指導員,指導対象,路上喫煙過料,20,1064
2021,2,12,分煙対策指導員,指導対象,路上喫煙,161,1065
2021,2,12,分煙対策指導員,指導対象,路上喫煙過料,43,1066
2021,2,13,分煙対策指導員,指導対象,路上喫煙,0,1067
2021,2,13,分煙対策指導員,指導対象,路上喫煙過料,0,1068
2021,6,10,分煙対策指導員,指導対象,路上喫煙,186,1069
2021,2,14,分煙対策指導員,指導対象,路上喫煙,136,1070
2021,2,14,分煙対策指導員,指導対象,路上喫煙過料,44,1071
2021,2,15,分煙対策指導員,指導対象,路上喫煙,122,1072
2021,2,15,分煙対策指導員,指導対象,路上喫煙過料,35,1073
2021,2,16,分煙対策指導員,指導対象,路上喫煙,78,1074
2021,2,16,分煙対策指導員,指導対象,路上喫煙過料,9,1075
2021,2,17,分煙対策指導員,指導対象,路上喫煙,100,1076
2021,2,17,分煙対策指導員,指導対象,路上喫煙過料,23,1077
2021,2,18,分煙対策指導員,指導対象,路上喫煙,66,1078
2021,2,18,分煙対策指導員,指導対象,路上喫煙過料,25,1079
2021,2,19,分煙対策指導員,指導対象,路上喫煙,99,1080
2021,2,19,分煙対策指導員,指導対象,路上喫煙過料,19,1081
2021,2,20,分煙対策指導員,指導対象,路上喫煙,92,1082
2021,2,20,分煙対策指導員,指導対象,路上喫煙過料,34,1083
2021,2,21,分煙対策指導員,指導対象,路上喫煙,116,1084
2021,2,21,分煙対策指導員,指導対象,路上喫煙過料,28,1085
2021,2,22,分煙対策指導員,指導対象,路上喫煙,96,1086
2021,2,22,分煙対策指導員,指導対象,路上喫煙過料,14,1087
2021,2,23,分煙対策指導員,指導対象,路上喫煙,98,1088
2021,2,23,分煙対策指導員,指導対象,路上喫煙過料,18,1089
2021,2,24,分煙対策指導員,指導対象,路上喫煙,112,1090
2021,2,24,分煙対策指導員,指導対象,路上喫煙過料,27,1091
2021,2,25,分煙対策指導員,指導対象,路上喫煙,94,1092
2021,2,25,分煙対策指導員,指導対象,路上喫煙過料,15,1093
2021,2,26,分煙対策指導員,指導対象,路上喫煙,96,1094
2021,2,26,分煙対策指導員,指導対象,路上喫煙過料,18,1095
2021,2,27,分煙対策指導員,指導対象,路上喫煙,100,1096
2021,2,27,分煙対策指導員,指導対象,路上喫煙過料,27,1097
2021,2,28,分煙対策指導員,指導対象,路上喫煙,86,1098
2021,2,28,分煙対策指導員,指導対象,路上喫煙過料,18,1099
2021,3,1,分煙対策指導員,指導対象,路上喫煙,118,1100
2021,3,1,分煙対策指導員,指導対象,路上喫煙過料,29,1101
2021,6,10,分煙対策指導員,指導対象,路上喫煙過料,0,1102
2021,6,11,分煙対策指導員,指導対象,路上喫煙,178,1103
2021,6,11,分煙対策指導員,指導対象,路上喫煙過料,0,1104
2021,6,12,分煙対策指導員,指導対象,路上喫煙,176,1105
2021,6,12,分煙対策指導員,指導対象,路上喫煙過料,0,1106
2021,6,13,分煙対策指導員,指導対象,路上喫煙,0,1107
2021,6,13,分煙対策指導員,指導対象,路上喫煙過料,0,1108
2021,6,14,分煙対策指導員,指導対象,路上喫煙,183,1109
2021,6,14,分煙対策指導員,指導対象,路上喫煙過料,0,1110
2021,6,15,分煙対策指導員,指導対象,路上喫煙,206,1111
2021,6,15,分煙対策指導員,指導対象,路上喫煙過料,0,1112
2021,6,16,分煙対策指導員,指導対象,路上喫煙,148,1113
2021,6,16,分煙対策指導員,指導対象,路上喫煙過料,0,1114
2021,6,17,分煙対策指導員,指導対象,路上喫煙,135,1115
2021,6,17,分煙対策指導員,指導対象,路上喫煙過料,0,1116
2021,6,18,分煙対策指導員,指導対象,路上喫煙,165,1117
2021,6,18,分煙対策指導員,指導対象,路上喫煙過料,0,1118
2021,6,19,分煙対策指導員,指導対象,路上喫煙,98,1119
2021,6,19,分煙対策指導員,指導対象,路上喫煙過料,0,1120
2021,6,20,分煙対策指導員,指導対象,路上喫煙,124,1121
2021,6,20,分煙対策指導員,指導対象,路上喫煙過料,0,1122
2021,6,21,分煙対策指導員,指導対象,路上喫煙,172,1123
2021,6,21,分煙対策指導員,指導対象,路上喫煙過料,0,1124
2021,6,22,分煙対策指導員,指導対象,路上喫煙,176,1125
2021,6,22,分煙対策指導員,指導対象,路上喫煙過料,0,1126
2021,6,23,分煙対策指導員,指導対象,路上喫煙,130,1127
2021,6,23,分煙対策指導員,指導対象,路上喫煙過料,0,1128
2021,6,24,分煙対策指導員,指導対象,路上喫煙,189,1129
2021,6,24,分煙対策指導員,指導対象,路上喫煙過料,0,1130
2021,6,25,分煙対策指導員,指導対象,路上喫煙,171,1131
2021,6,25,分煙対策指導員,指導対象,路上喫煙過料,0,1132
2021,6,26,分煙対策指導員,指導対象,路上喫煙,124,1133
2021,6,26,分煙対策指導員,指導対象,路上喫煙過料,0,1134
2021,6,27,分煙対策指導員,指導対象,路上喫煙,104,1135
2021,6,27,分煙対策指導員,指導対象,路上喫煙過料,0,1136
2021,6,28,分煙対策指導員,指導対象,路上喫煙,160,1137
2021,6,28,分煙対策指導員,指導対象,路上喫煙過料,0,1138
2021,6,29,分煙対策指導員,指導対象,路上喫煙,131,1139
2021,6,29,分煙対策指導員,指導対象,路上喫煙過料,0,1140
2021,6,30,分煙対策指導員,指導対象,路上喫煙,125,1141
2021,6,30,分煙対策指導員,指導対象,路上喫煙過料,0,1142
2021,7,1,分煙対策指導員,指導対象,路上喫煙,112,1143
2021,7,1,分煙対策指導員,指導対象,路上喫煙過料,0,1144
2021,7,2,分煙対策指導員,指導対象,路上喫煙,127,1145
2021,7,2,分煙対策指導員,指導対象,路上喫煙過料,0,1146
2021,7,3,分煙対策指導員,指導対象,路上喫煙,123,1147
2021,7,3,分煙対策指導員,指導対象,路上喫煙過料,0,1148
2021,7,4,分煙対策指導員,指導対象,路上喫煙,60,1149
2021,7,4,分煙対策指導員,指導対象,路上喫煙過料,0,1150
2021,3,2,分煙対策指導員,指導対象,路上喫煙,104,1151
2021,3,2,分煙対策指導員,指導対象,路上喫煙過料,22,1152
2021,3,3,分煙対策指導員,指導対象,路上喫煙,140,1153
2021,3,3,分煙対策指導員,指導対象,路上喫煙過料,36,1154
